EbNo_dB,BER,BLER
12.0,0.0067258403,0.041145835
12.5,0.0059466795,0.033854168
13.0,0.0051411116,0.026988637
13.5,0.0028610132,0.016493056
14.0,0.002711855,0.018310547
14.5,0.0024248497,0.015039062
15.0,0.002598835,0.0146484375
15.5,0.0018230258,0.010850694
16.0,0.0016770083,0.010279605
16.5,0.00147069,0.009765625
17.0,0.0012480357,0.0077083334
17.5,0.0010114531,0.006875
18.0,0.0009827549,0.0063541667
