EbNo_dB,BER,BLER
1.0,0.008572984,0.26302084
1.5,0.002381273,0.03013393
2.0,0.0011829172,0.01380814
2.5,0.0003931693,0.0042708335
3.0,8.4822495e-05,0.0013541667
3.5,3.7940015e-05,0.00072916667
4.0,4.7930138e-05,0.00041666668
4.5,3.936183e-05,0.00041666668
5.0,3.348749e-05,0.00020833334
5.5,2.6752574e-05,0.00020833334
6.0,2.1551725e-05,0.00010416667
6.5,0.0,0.0
7.0,0.0,0.0
