EbNo_dB,BER,BLER
5.0,0.002504582,0.02313702
5.5,0.00200408,0.015625
6.0,0.0015033542,0.011350236
6.5,0.0011043263,0.0077083334
7.0,0.00074725115,0.005520833
7.5,0.00052741857,0.0040625
8.0,0.0003585219,0.0032291666
8.5,0.00043791905,0.0033333334
9.0,0.00026450751,0.0015625
9.5,0.0002010746,0.0017708334
10.0,0.00022619333,0.0019791666
10.5,7.268718e-05,0.00041666668
11.0,0.00014579842,0.00083333335
