EbNo_dB,BER,BLER
1.0,0.023277545,0.453125
1.5,0.013945761,0.134375
2.0,0.006718918,0.05859375
2.5,0.00482739,0.037597656
3.0,0.0026855469,0.018554688
3.5,0.0017506924,0.01148897
4.0,0.00096455193,0.0077083334
4.5,0.00052801723,0.004375
5.0,0.0005127888,0.0036458333
5.5,0.00043238146,0.0028125
6.0,0.00034430376,0.0022916666
6.5,0.00019752006,0.0013541667
7.0,0.00018255357,0.0014583333
