EbNo_dB,BER,BLER
5.0,0.0016146186,0.017233456
5.5,0.0011198841,0.009155273
6.0,0.0007778077,0.0065625
6.5,0.0005327317,0.0039583333
7.0,0.00042412497,0.0035416668
7.5,0.00030456777,0.0021875
8.0,0.00017775183,0.00125
8.5,0.00022594389,0.0014583333
9.0,0.00011743694,0.0009375
9.5,0.00012546896,0.0010416667
10.0,7.7052406e-05,0.00052083336
10.5,0.00012781369,0.0009375
11.0,9.827985e-06,0.00020833334
