EbNo_dB,BER,BLER
12.0,0.003983864,0.03207237
12.5,0.0037385786,0.029296875
13.0,0.0034564903,0.02734375
13.5,0.0022245385,0.018554688
14.0,0.00217729,0.015625
14.5,0.0018338275,0.013950893
15.0,0.0015474971,0.010850694
15.5,0.0009667408,0.0077083334
16.0,0.00072336715,0.0058333334
16.5,0.000678449,0.0061458335
17.0,0.000599108,0.0046875
17.5,0.0005394853,0.0046875
18.0,0.0004393409,0.0039583333
