EbNo_dB,BER,BLER
-4.0,0.28882676,1.0
-3.5,0.27225327,1.0
-3.0,0.23962823,1.0
-2.5,0.19985856,1.0
-2.0,0.14989673,0.9921875
-1.5,0.059446838,0.6953125
-1.0,0.014601667,0.16145833
-0.5,0.005193537,0.040482953
0.0,0.0023401384,0.016983695
0.5,0.0014313095,0.01015625
1.0,0.000818292,0.005625
1.5,0.00046942348,0.00328125
2.0,0.00020070044,0.001875
2.5,7.183908e-05,0.000625
3.0,9.3054055e-05,0.00046875
