EbNo_dB,BER,BLER
12.0,0.0059610126,0.036621094
12.5,0.0048043053,0.029017856
13.0,0.0045235585,0.025390625
13.5,0.003963052,0.021282328
14.0,0.0032092128,0.018310547
14.5,0.002632608,0.01583615
15.0,0.0024229654,0.013950893
15.5,0.0020279668,0.01171875
16.0,0.0018774351,0.010850694
16.5,0.0016331476,0.0096055325
17.0,0.0013702436,0.009155273
17.5,0.0012158203,0.006666667
18.0,0.0010314707,0.0061458335
