EbNo_dB,BER,BLER
5.0,0.41190547,1.0
5.5,0.41164353,1.0
6.0,0.41052106,1.0
6.5,0.41001406,1.0
7.0,0.4076606,1.0
7.5,0.40782335,1.0
8.0,0.4064221,1.0
8.5,0.40712553,1.0
9.0,0.40535763,1.0
9.5,0.40445963,1.0
10.0,0.4031164,1.0
10.5,0.40357286,1.0
11.0,0.40185922,1.0
